公職,推薦政黨,中文姓名,英文姓名,node_id,選舉黃頁網址
"[村里長]屏東縣 > 新園鄉 > 新園村",無,張朝輝,"ZHANG,ZHAO,HUI","[Offshore Leaks]52204",http://k.olc.tw/elections/candidates/view/53c02856-6114-4b57-9eea-5dffacb5b862
"[村里長]屏東縣 > 新園鄉 > 新園村",無,陳春雄,"CHEN,CHUN,HSIUNG","[Offshore Leaks]57164",http://k.olc.tw/elections/candidates/view/540b55d8-64a0-45c2-aaee-1926acb5b862
"[村里長]高雄市 > 小港區 > 六苓里",無,陳春雄,"CHEN,CHUN,HSIUNG","[Offshore Leaks]57164",http://k.olc.tw/elections/candidates/view/53c02674-8ef0-482b-8a9e-5dffacb5b862
"[村里長]屏東縣 > 新園鄉 > 新園村",無,鄭智文,"ZHENG,ZHI,WEN","[Panama Papers]12192249",http://k.olc.tw/elections/candidates/view/540b55d8-1c8c-4d00-9ff4-1926acb5b862
"[村里長]屏東縣 > 新園鄉 > 內庄村",無,陳國和,"CHEN,GUO,HE","[Offshore Leaks]54149",http://k.olc.tw/elections/candidates/view/540b55d8-4f90-4033-96e6-1926acb5b862
"[村里長]高雄市 > 苓雅區 > 英明里",無,陳國和,"CHEN,GUO,HE","[Offshore Leaks]54149",http://k.olc.tw/elections/candidates/view/540b5471-a9cc-4c66-be59-1926acb5b862
"[村里長]屏東縣 > 新園鄉 > 田洋村",無,李富祈,"LI,FU,QI","[Offshore Leaks]43785",http://k.olc.tw/elections/candidates/view/53c02856-75d8-411f-95f1-5dffacb5b862
"[村里長]屏東縣 > 新園鄉 > 港西村",無,林青良,"LIN,CHING,LIANG","[Panama Papers]12191849|[Offshore Leaks]69470",http://k.olc.tw/elections/candidates/view/53c02857-4eec-4b58-8e88-5dffacb5b862
"[村里長]屏東縣 > 崁頂鄉 > 崁頂村",無,周美貴,"CHOU,MEI,KUEI","[Offshore Leaks]87819",http://k.olc.tw/elections/candidates/view/540b55d9-0db8-4bbb-992c-1926acb5b862
"[村里長]屏東縣 > 崁頂鄉 > 力社村",無,陳丁富,"CHEN,CHENG,FU","[Panama Papers]12102081|[Offshore Leaks]98184|[Offshore Leaks]115188",http://k.olc.tw/elections/candidates/view/53c02857-de98-4f10-80f5-5dffacb5b862
"[村里長]屏東縣 > 林邊鄉 > 仁和村",無,吳順發,"WU,SHUN,FA","[Offshore Leaks]37351",http://k.olc.tw/elections/candidates/view/540b55db-e308-401c-a73c-1926acb5b862
"[村里長]屏東縣 > 崁頂鄉 > 北勢村",無,陳錦紅,"CHEN,CHIN,HUNG","[Offshore Leaks]73423",http://k.olc.tw/elections/candidates/view/540b55da-e880-40b9-8982-1926acb5b862
"[村里長]屏東縣 > 林邊鄉 > 水利村",無,張志陽,"CHANG,CHIH,YANG","[Offshore Leaks]47536",http://k.olc.tw/elections/candidates/view/53c02858-1eb0-4f29-8102-5dffacb5b862
"[村里長]屏東縣 > 林邊鄉 > 水利村",無,黃月惠,"HUANG,YUE,HUI","[Panama Papers]12100810|[Panama Papers]12114108|[Panama Papers]12225172",http://k.olc.tw/elections/candidates/view/540b55db-0200-461f-bcbe-1926acb5b862
"[村里長]屏東縣 > 林邊鄉 > 中林村",無,陳信男,"CHEN,HSIN,NAN","[Panama Papers]12184093",http://k.olc.tw/elections/candidates/view/540b55db-8cd8-4ca8-9c82-1926acb5b862
"[村里長]屏東縣 > 佳冬鄉 > 六根村",民主進步黨,張錦福,"CHANG,CHIN,FU","[Offshore Leaks]81386",http://k.olc.tw/elections/candidates/view/540b55dd-0588-49e2-856e-1926acb5b862
"[村里長]屏東縣 > 南州鄉 > 同安村",無,林德安,"LIN,TE,AN","[Offshore Leaks]75011",http://k.olc.tw/elections/candidates/view/540b55dd-cb6c-4da0-85cf-1926acb5b862
"[村里長]屏東縣 > 佳冬鄉 > 賴家村",無,陳佳琦,"CHEN,CHIA,CHI","[Offshore Leaks]67889",http://k.olc.tw/elections/candidates/view/540b55dd-1c80-45bf-bba2-1926acb5b862
"[村里長]屏東縣 > 佳冬鄉 > 大同村",無,陳進吉,"CHEN,CHIN,CHI","[Offshore Leaks]95299|[Offshore Leaks]85793",http://k.olc.tw/elections/candidates/view/540b55de-f028-4c18-b66b-1926acb5b862
"[村里長]屏東縣 > 琉球鄉 > 南福村",無,洪玉麟,"HUNG,YU,LIN","[Offshore Leaks]53221",http://k.olc.tw/elections/candidates/view/53c0285a-fab8-40a2-8669-5dffacb5b862
"[村里長]屏東縣 > 琉球鄉 > 漁福村",無,陳癸宏,"CHEN,GUI,HONG","[Offshore Leaks]120418",http://k.olc.tw/elections/candidates/view/53c0285a-1a68-4549-81b3-5dffacb5b862
"[村里長]屏東縣 > 車城鄉 > 田中村",無,林景茂,"LIN,CHING,MAO","[Offshore Leaks]89215",http://k.olc.tw/elections/candidates/view/53c0285b-931c-4d47-92fa-5dffacb5b862
"[村里長]屏東縣 > 車城鄉 > 福安村",無,陳明秀,"CHEN,MING,HSIU","[Offshore Leaks]102441",http://k.olc.tw/elections/candidates/view/540b55e0-3914-4b9d-9f63-1926acb5b862
"[村里長]屏東縣 > 滿州鄉 > 响林村",無,邱琦峰,"QIU,QI,FENG","[Offshore Leaks]67603",http://k.olc.tw/elections/candidates/view/540b55e1-f8b0-4a50-b589-1926acb5b862
"[村里長]屏東縣 > 車城鄉 > 後灣村",無,許明仁,"HSU,MING,JEN","[Offshore Leaks]72808|[Offshore Leaks]82417|[Offshore Leaks]114698|[Offshore Leaks]24263|[Offshore Leaks]61430",http://k.olc.tw/elections/candidates/view/540b55e1-529c-4e28-83c6-1926acb5b862
"[村里長]屏東縣 > 滿州鄉 > 九棚村",無,陳坤龍,"CHEN,KUN,LONG","[Offshore Leaks]75556",http://k.olc.tw/elections/candidates/view/540b55e2-386c-48b5-896f-1926acb5b862
"[村里長]屏東縣 > 枋山鄉 > 楓港村",無,許新化,"XU,XIN,HUA","[Panama Papers]12133454",http://k.olc.tw/elections/candidates/view/53c0285d-d4f4-4b17-817e-5dffacb5b862
"[村里長]屏東縣 > 枋山鄉 > 加祿村",無,林清波,"LIN,CHING,PO","[Offshore Leaks]91906|[Offshore Leaks]113370",http://k.olc.tw/elections/candidates/view/53c0285d-b0a4-426a-8ae9-5dffacb5b862
"[村里長]屏東縣 > 枋山鄉 > 善餘村",無,葉徳昇,"YE,SHENG","[Panama Papers]12184518",http://k.olc.tw/elections/candidates/view/540b55e3-6d54-4a03-acb3-1926acb5b862
"[村里長]屏東縣 > 三地門鄉 > 達來村",無,董吉正,"DONG,JI,ZHENG","[Offshore Leaks]31405",http://k.olc.tw/elections/candidates/view/540b55e3-0ef4-43b3-a93f-1926acb5b862
"[村里長]屏東縣 > 枋山鄉 > 枋山村",無,朱大明,"ZHU,DA,MING","[Offshore Leaks]49426",http://k.olc.tw/elections/candidates/view/53c0285d-eba4-4fb5-83c6-5dffacb5b862
"[村里長]屏東縣 > 三地門鄉 > 口社村",無,張明,"ZHANG,MING","[Panama Papers]12097375|[Panama Papers]12110358|[Panama Papers]12110435|[Panama Papers]12168972|[Panama Papers]12144859|[Panama Papers]12148114|[Panama Papers]12172463|[Panama Papers]12181704|[Panama Papers]12191727|[Panama Papers]12200388|[Panama Papers]13010071|[Offshore Leaks]93949|[Offshore Leaks]104343|[Offshore Leaks]7670|[Offshore Leaks]8052",http://k.olc.tw/elections/candidates/view/540b55e4-17d8-45dc-8332-1926acb5b862
"[村里長]屏東縣 > 三地門鄉 > 安坡村",無,徐光輝,"HSU,KUANG,HUI","[Offshore Leaks]38214",http://k.olc.tw/elections/candidates/view/540b55e4-89e4-4645-bea8-1926acb5b862
"[村里長]屏東縣 > 三地門鄉 > 馬兒村",無,林慶鴻,"LIN,CHING,HUNG","[Offshore Leaks]101342",http://k.olc.tw/elections/candidates/view/53c0285d-e08c-4752-b77e-5dffacb5b862
"[村里長]屏東縣 > 霧臺鄉 > 吉露村",無,賴金成,"LAI,CHIN,CHENG","[Offshore Leaks]73717",http://k.olc.tw/elections/candidates/view/53c0285e-6910-4696-884a-5dffacb5b862
"[村里長]屏東縣 > 瑪家鄉 > 排灣村",無,李香花,"LI,XIANG,HUA","[Panama Papers]12185047",http://k.olc.tw/elections/candidates/view/540b55e6-7dcc-4b15-8878-1926acb5b862
"[村里長]屏東縣 > 泰武鄉 > 萬安村",無,邱正明,"CHIU,CHENG,MING","[Offshore Leaks]96299",http://k.olc.tw/elections/candidates/view/53c0285f-15f0-4147-93fa-5dffacb5b862
"[村里長]屏東縣 > 泰武鄉 > 泰武村",無,丁國屏,"CHENG,KUO,PING","[Offshore Leaks]77064",http://k.olc.tw/elections/candidates/view/53c0285f-d2a0-433d-bc27-5dffacb5b862
"[村里長]屏東縣 > 來義鄉 > 文樂村",無,陳新輝,"CHEN,HSIN,HUI","[Panama Papers]12110727|[Offshore Leaks]68724",http://k.olc.tw/elections/candidates/view/540b55e7-cdbc-4daf-b8ab-1926acb5b862
"[村里長]屏東縣 > 春日鄉 > 春日村",無,白文華,"PAI,WEN,HUA","[Offshore Leaks]43925",http://k.olc.tw/elections/candidates/view/540b55e8-4fa4-485a-bbef-1926acb5b862
"[村里長]屏東縣 > 來義鄉 > 古樓村",無,郭純良,"KUO,CHUN,LIANG","[Offshore Leaks]86325",http://k.olc.tw/elections/candidates/view/540b55e7-50c4-4646-b72d-1926acb5b862
"[村里長]屏東縣 > 春日鄉 > 七佳村",,陳水明,"CHEN,SHUI,MING","[Offshore Leaks]96302",http://k.olc.tw/elections/candidates/view/53c02860-b630-4606-8933-5dffacb5b862
"[村里長]屏東縣 > 獅子鄉 > 獅子村",,沈庭芳,"CHEN,TING,FANG","[Offshore Leaks]51469",http://k.olc.tw/elections/candidates/view/53c02860-00dc-4f32-a121-5dffacb5b862
"[村里長]屏東縣 > 獅子鄉 > 南世村",無,楊啟明,"YANG,QI,MING","[Panama Papers]12188825",http://k.olc.tw/elections/candidates/view/540b55e9-a414-481c-b826-1926acb5b862
"[村里長]屏東縣 > 牡丹鄉 > 石門村",中國國民黨,林一江,"LIN,YI,CHIANG","[Offshore Leaks]65620",http://k.olc.tw/elections/candidates/view/53c02860-0e3c-4fec-acbb-5dffacb5b862
"[村里長]屏東縣 > 牡丹鄉 > 牡丹村",,林光輝,"LIN,GUANG,HUI","[Offshore Leaks]55831",http://k.olc.tw/elections/candidates/view/53c02861-8ad4-4c75-a814-5dffacb5b862
"[村里長]臺南市 > 白河區 > 白河里",無,林光輝,"LIN,GUANG,HUI","[Offshore Leaks]55831",http://k.olc.tw/elections/candidates/view/53c0271f-7d8c-4cc1-bd75-5dffacb5b862
"[村里長]屏東縣 > 牡丹鄉 > 牡丹村",中國國民黨,葉德生,"YE,DE,SHENG","[Panama Papers]12180650",http://k.olc.tw/elections/candidates/view/540b55e9-f3c0-43b4-84f6-1926acb5b862
"[村里長]臺東縣 > 臺東市 > 富豐里",無,王文彥,"WANG,WEN,YEN","[Offshore Leaks]59200",http://k.olc.tw/elections/candidates/view/540b561e-00b0-40a1-aef6-1926acb5b862
"[村里長]臺東縣 > 臺東市 > 南榮里",無,徐金花,"HSU,CHIN,HUA","[Offshore Leaks]43307",http://k.olc.tw/elections/candidates/view/540b5620-d4d0-43b6-bb66-1926acb5b862
"[村里長]臺東縣 > 臺東市 > 南王里",中國國民黨,陳聰智,"CHEN,TSUNG,CHIH","[Offshore Leaks]73792|[Offshore Leaks]73531|[Offshore Leaks]109366",http://k.olc.tw/elections/candidates/view/540b561f-2cd8-4a5b-b2e8-1926acb5b862
"[村里長]臺東縣 > 臺東市 > 新生里",無,黃治維,"HUANG,CHIH,WEI","[Offshore Leaks]3941",http://k.olc.tw/elections/candidates/view/540b5620-d718-4495-a0cc-1926acb5b862
"[村里長]臺東縣 > 臺東市 > 民族里",無,陳雪貞,"CHEN,XUE,ZHEN","[Panama Papers]12186561",http://k.olc.tw/elections/candidates/view/540b5622-0848-4bf6-89e0-1926acb5b862
"[村里長]臺東縣 > 臺東市 > 民生里",無,余振維,"YU,CHEN,WEI","[Offshore Leaks]73777",http://k.olc.tw/elections/candidates/view/540b5620-8dfc-477b-90cf-1926acb5b862
"[村里長]臺東縣 > 臺東市 > 大同里",中國國民黨,吳佳真,"WU,CHIA,CHEN","[Offshore Leaks]111561",http://k.olc.tw/elections/candidates/view/540b5623-0ea0-49d6-bf71-1926acb5b862
"[村里長]臺東縣 > 臺東市 > 文化里",無,宋明軒,"SUNG,MING,HSUAN","[Offshore Leaks]92784",http://k.olc.tw/elections/candidates/view/540b5623-57d0-4b09-aee6-1926acb5b862
"[村里長]臺東縣 > 臺東市 > 興國里",無,黃啓川,"HUANG,CHUAN","[Offshore Leaks]111556",http://k.olc.tw/elections/candidates/view/540b5624-8ac4-4f4c-8a51-1926acb5b862
"[村里長]臺東縣 > 臺東市 > 復國里",中國國民黨,陳惠敏,"CHEN,HUI,MIN","[Offshore Leaks]102492|[Offshore Leaks]52874",http://k.olc.tw/elections/candidates/view/540b5624-6354-41ef-9a00-1926acb5b862
"[村里長]臺東縣 > 臺東市 > 東海里",中國國民黨,陳嬰,"CHEN,YING","[Panama Papers]12107274|[Panama Papers]12119462|[Panama Papers]12123678|[Panama Papers]12143187|[Panama Papers]12188660|[Offshore Leaks]92610|[Offshore Leaks]90558|[Offshore Leaks]118447",http://k.olc.tw/elections/candidates/view/540b5625-4fa4-4d7a-b137-1926acb5b862
"[村里長]臺東縣 > 臺東市 > 豐樂里",無,李忠明,"LI,ZHONG,MING","[Panama Papers]12181070",http://k.olc.tw/elections/candidates/view/540b5625-9aec-4076-8bb6-1926acb5b862
"[村里長]臺東縣 > 臺東市 > 光明里",中國國民黨,曾淑美,"TSENG,SHU,MEI","[Offshore Leaks]89873",http://k.olc.tw/elections/candidates/view/540b5624-1ca0-497d-9c0d-1926acb5b862
"[村里長]臺東縣 > 臺東市 > 新興里",無,詹益森,"CHAN,YI,SEN","[Offshore Leaks]77074|[Offshore Leaks]81873|[Offshore Leaks]99369",http://k.olc.tw/elections/candidates/view/540b5625-9bb0-4968-8c0a-1926acb5b862
"[村里長]臺東縣 > 臺東市 > 建興里",無,林秀春,"LIN,HSIU,CHUN","[Offshore Leaks]53117",http://k.olc.tw/elections/candidates/view/540b5626-b1b0-4b2a-880e-1926acb5b862
"[村里長]臺中市 > 北屯區 > 平和里",無,林秀春,"LIN,HSIU,CHUN","[Offshore Leaks]53117",http://k.olc.tw/elections/candidates/view/540b53ce-b4ec-468a-858e-1926acb5b862
"[村里長]臺東縣 > 成功鎮 > 忠孝里",中國國民黨,陳文俊,"CHEN,WEN,JUN","[Panama Papers]12162738",http://k.olc.tw/elections/candidates/view/53c02861-2d20-4299-9129-5dffacb5b862
"[村里長]臺東縣 > 成功鎮 > 三仙里",無,陳甲立,"CHEN,JIA,LI","[Panama Papers]12203261",http://k.olc.tw/elections/candidates/view/540b5627-e830-4577-ada7-1926acb5b862
"[村里長]臺東縣 > 關山鎮 > 德高里",無,陳榮欽,"CHEN,JUNG,CHIN","[Offshore Leaks]47309",http://k.olc.tw/elections/candidates/view/540b5628-5a90-46e9-94a6-1926acb5b862
"[村里長]臺東縣 > 關山鎮 > 新福里",無,劉美君,"LIU,MEI,CHUN","[Offshore Leaks]41367",http://k.olc.tw/elections/candidates/view/540b5628-64e4-4324-82a1-1926acb5b862
"[村里長]臺東縣 > 卑南鄉 > 富山村",中國國民黨,黃文明,"HUANG,WEN,MING","[Offshore Leaks]83543",http://k.olc.tw/elections/candidates/view/53c02862-5144-45b8-85d9-5dffacb5b862
"[村里長]臺東縣 > 鹿野鄉 > 瑞和村",中國國民黨,徐智雄,"HSU,CHIH,HSIUNG","[Offshore Leaks]73174",http://k.olc.tw/elections/candidates/view/53c02863-4a54-492a-8bfc-5dffacb5b862
"[村里長]臺東縣 > 鹿野鄉 > 瑞豐村",,王青松,"WANG,QING,SONG","[Offshore Leaks]14902|[Offshore Leaks]14396",http://k.olc.tw/elections/candidates/view/53c02863-5954-4a3c-a91d-5dffacb5b862
"[村里長]臺東縣 > 鹿野鄉 > 瑞豐村",無,吳慶輝,"WU,CHING,HUI","[Panama Papers]12183071|[Offshore Leaks]59720",http://k.olc.tw/elections/candidates/view/540b562a-a7c4-443d-9c4a-1926acb5b862
"[村里長]臺東縣 > 鹿野鄉 > 永安村",中國國民黨,陳志輝,"CHEN,CHIH,HUI","[Panama Papers]12027808",http://k.olc.tw/elections/candidates/view/540b562a-dc80-4ebd-88f7-1926acb5b862
"[村里長]臺東縣 > 池上鄉 > 錦園村",無,黃正義,"HUANG,ZHENG,YI","[Offshore Leaks]911|[Offshore Leaks]1790",http://k.olc.tw/elections/candidates/view/540b562b-4478-4e42-82ea-1926acb5b862
"[村里長]臺東縣 > 東河鄉 > 尚德村",中國國民黨,林輝英,"LIN,HUI,YING","[Panama Papers]12186523",http://k.olc.tw/elections/candidates/view/53c02864-1ad4-4419-9afd-5dffacb5b862
"[村里長]臺東縣 > 東河鄉 > 隆昌村",無,陳啓杉,"CHEN,SHAN","[Panama Papers]12206404|[Offshore Leaks]93096",http://k.olc.tw/elections/candidates/view/540b562d-8efc-4b3f-841c-1926acb5b862
"[村里長]臺東縣 > 長濱鄉 > 寧埔村",無,王進成,"WANG,CHIN,CHENG","[Panama Papers]12172922",http://k.olc.tw/elections/candidates/view/540b562e-bd40-4766-ac57-1926acb5b862
"[村里長]臺東縣 > 太麻里鄉 > 華源村",無,林憲明,"LIN,HSIEN,MING","[Offshore Leaks]102091",http://k.olc.tw/elections/candidates/view/540b562f-1b0c-44dc-9315-1926acb5b862
"[村里長]臺東縣 > 長濱鄉 > 竹湖村",無,陳武雄,"CHEN,WU,HSIUNG","[Offshore Leaks]92008",http://k.olc.tw/elections/candidates/view/540b562e-9b24-4515-b4b3-1926acb5b862
"[村里長]新北市 > 三重區 > 五華里",無,陳武雄,"CHEN,WU,HSIUNG","[Offshore Leaks]92008",http://k.olc.tw/elections/candidates/view/53c026aa-cf24-4944-90c1-5dffacb5b862
"[村里長]臺東縣 > 長濱鄉 > 樟原村",中國國民黨,江金安,"CHIANG,CHIN,AN","[Offshore Leaks]65134",http://k.olc.tw/elections/candidates/view/540b562d-ce60-4b56-996f-1926acb5b862
"[村里長]臺東縣 > 長濱鄉 > 樟原村",無,曾微,"ZENG,WEI","[Panama Papers]12143546|[Panama Papers]12161473|[Panama Papers]12191862|[Offshore Leaks]100691|[Offshore Leaks]105949|[Offshore Leaks]22777",http://k.olc.tw/elections/candidates/view/540b562e-744c-4634-82b9-1926acb5b862
"[村里長]臺東縣 > 太麻里鄉 > 多良村",無,王玉英,"WANG,YU,YING","[Panama Papers]12168576|[Offshore Leaks]92779",http://k.olc.tw/elections/candidates/view/540b562f-8c34-4427-8f77-1926acb5b862
"[村里長]澎湖縣 > 望安鄉 > 花嶼村",無,王玉英,"WANG,YU,YING","[Panama Papers]12168576|[Offshore Leaks]92779",http://k.olc.tw/elections/candidates/view/540b5640-f250-4e91-938a-1926acb5b862
"[村里長]臺東縣 > 太麻里鄉 > 大王村",無,李森,"LI,SEN","[Offshore Leaks]64545",http://k.olc.tw/elections/candidates/view/53c02866-1a7c-4cd4-a415-5dffacb5b862
"[村里長]臺東縣 > 太麻里鄉 > 美和村",無,陳明輝,"CHEN,MING,HUI","[Panama Papers]12143524|[Offshore Leaks]83351|[Offshore Leaks]25406",http://k.olc.tw/elections/candidates/view/53c02865-9904-4a46-b2cf-5dffacb5b862
"[村里長]桃園市 > 桃園區 > 中寧里",無,陳明輝,"CHEN,MING,HUI","[Panama Papers]12143524|[Offshore Leaks]83351|[Offshore Leaks]25406",http://k.olc.tw/elections/candidates/view/53c0276a-7650-4c7b-bc88-5dffacb5b862
"[村里長]臺東縣 > 太麻里鄉 > 三和村",無,陳宏信,"CHEN,HUNG,HSIN","[Offshore Leaks]34762",http://k.olc.tw/elections/candidates/view/540b562e-6914-458b-b6f6-1926acb5b862
"[村里長]臺東縣 > 綠島鄉 > 中寮村",無,陳永興,"CHEN,YONG,XING","[Panama Papers]12168954",http://k.olc.tw/elections/candidates/view/540b5630-73a0-4117-842c-1926acb5b862
"[村里長]臺東縣 > 海端鄉 > 霧鹿村",無,余建華,"YU,JIAN,HUA","[Panama Papers]12186692|[Offshore Leaks]42294",http://k.olc.tw/elections/candidates/view/540b5631-7f10-4ffa-aaca-1926acb5b862
"[村里長]臺東縣 > 海端鄉 > 加拿村",,江金福,"JIANG,JIN,FU","[Offshore Leaks]118054",http://k.olc.tw/elections/candidates/view/53c02868-b91c-4a0b-bb88-5dffacb5b862
"[村里長]臺東縣 > 海端鄉 > 廣原村",無,余秋香,"YU,QIU,XIANG","[Panama Papers]12140684",http://k.olc.tw/elections/candidates/view/540b5630-0390-4c18-a720-1926acb5b862
"[村里長]臺東縣 > 海端鄉 > 廣原村",無,王金財,"WANG,CHIN,TSAI","[Offshore Leaks]89687",http://k.olc.tw/elections/candidates/view/540b5631-6a2c-4a01-b053-1926acb5b862
"[村里長]新北市 > 新店區 > 直潭里",無,王金財,"WANG,CHIN,TSAI","[Offshore Leaks]89687",http://k.olc.tw/elections/candidates/view/53c026c0-1fcc-42da-a2bb-5dffacb5b862
"[村里長]臺東縣 > 海端鄉 > 海端村",無,金一雄,"JIN,YI,XIONG","[Panama Papers]12172756",http://k.olc.tw/elections/candidates/view/540b5631-e240-4df9-9099-1926acb5b862
"[村里長]臺東縣 > 達仁鄉 > 土坂村",無,廖新一,"LIAO,HSIN,YI","[Offshore Leaks]87144",http://k.olc.tw/elections/candidates/view/53c02869-a464-4ab5-a431-5dffacb5b862
"[村里長]臺東縣 > 延平鄉 > 鸞山村",中國國民黨,余効國,"YU,GUO","[Panama Papers]12165210|[Panama Papers]12190112|[Panama Papers]12209710|[Offshore Leaks]111960",http://k.olc.tw/elections/candidates/view/540b5632-dc98-4d24-a200-1926acb5b862
"[村里長]臺東縣 > 達仁鄉 > 安朔村",中國國民黨,汪淑惠,"WANG,SHU,HUI","[Offshore Leaks]80542|[Offshore Leaks]82529",http://k.olc.tw/elections/candidates/view/53c02869-1524-4edb-885a-5dffacb5b862
"[村里長]花蓮縣 > 花蓮市 > 主睦里",無,林金榮,"LIN,CHIN,JUNG","[Offshore Leaks]85280|[Offshore Leaks]38138",http://k.olc.tw/elections/candidates/view/540b5608-6790-4c01-b11d-1926acb5b862
"[村里長]花蓮縣 > 花蓮市 > 主信里",中國國民黨,吳健澧,"WU,JIAN,LI","[Panama Papers]12185838|[Panama Papers]13006866",http://k.olc.tw/elections/candidates/view/53c0286a-c9c0-4518-80c3-5dffacb5b862
"[村里長]花蓮縣 > 花蓮市 > 民意里",無,陳吉錦,"CHEN,CHI,CHIN","[Offshore Leaks]70823",http://k.olc.tw/elections/candidates/view/540b5608-a740-4dac-99dc-1926acb5b862
"[村里長]花蓮縣 > 花蓮市 > 主農里",中國國民黨,劉冠宏,"LIU,GUAN,HONG","[Offshore Leaks]3246",http://k.olc.tw/elections/candidates/view/53c0286a-6810-424e-b77f-5dffacb5b862
"[村里長]花蓮縣 > 花蓮市 > 主商里",無,張俊偉,"ZHANG,JUN,WEI","[Offshore Leaks]49148",http://k.olc.tw/elections/candidates/view/540b5609-2f98-481b-8276-1926acb5b862
"[村里長]花蓮縣 > 花蓮市 > 國光里",無,楊永成,"YANG,YUNG,CHENG","[Offshore Leaks]92046",http://k.olc.tw/elections/candidates/view/540b5609-697c-49c1-a1eb-1926acb5b862
"[村里長]新北市 > 三重區 > 五谷里",無,楊永成,"YANG,YUNG,CHENG","[Offshore Leaks]92046",http://k.olc.tw/elections/candidates/view/540b532f-7c14-415b-b815-1926acb5b862
"[村里長]花蓮縣 > 花蓮市 > 國興里",中國國民黨,俞慧君,"YU,HUI,JUN","[Panama Papers]12161359|[Panama Papers]13009341|[Offshore Leaks]85821",http://k.olc.tw/elections/candidates/view/540b560c-fd2c-4ddc-9e60-1926acb5b862
"[村里長]花蓮縣 > 花蓮市 > 國興里",無,陳志清,"CHEN,CHIH,CHING","[Offshore Leaks]104774|[Offshore Leaks]57569",http://k.olc.tw/elections/candidates/view/540b560c-88fc-48f7-83aa-1926acb5b862
"[村里長]新北市 > 蘆洲區 > 永康里",無,陳志清,"CHEN,CHIH,CHING","[Offshore Leaks]104774|[Offshore Leaks]57569",http://k.olc.tw/elections/candidates/view/540b5369-b498-45f6-9d5b-1926acb5b862
"[村里長]花蓮縣 > 花蓮市 > 國華里",中國國民黨,林淑梅,"LIN,SHU,MEI","[Offshore Leaks]89704",http://k.olc.tw/elections/candidates/view/53c0286c-1c28-4a23-8f9b-5dffacb5b862
"[村里長]花蓮縣 > 花蓮市 > 國華里",無,李清華,"LI,CHING,HUA","[Offshore Leaks]104155",http://k.olc.tw/elections/candidates/view/540b560a-6170-484f-b05e-1926acb5b862
"[村里長]花蓮縣 > 花蓮市 > 國福里",無,游敬福,"YU,CHING,FU","[Offshore Leaks]41863",http://k.olc.tw/elections/candidates/view/53c0286c-cc04-4bfd-845b-5dffacb5b862
"[村里長]花蓮縣 > 花蓮市 > 國防里",中國國民黨,黃文彬,"HUANG,WEN,BIN","[Offshore Leaks]113232",http://k.olc.tw/elections/candidates/view/53c0286c-1ebc-4387-8cec-5dffacb5b862
"[村里長]花蓮縣 > 花蓮市 > 主安里",中國國民黨,許時章,"HSU,SHIH,CHANG","[Offshore Leaks]90003",http://k.olc.tw/elections/candidates/view/540b560b-7b78-42a1-a9ee-1926acb5b862
"[村里長]花蓮縣 > 鳳林鎮 > 鳳信里",無,張振華,"ZHANG,ZHEN,HUA","[Panama Papers]12192277",http://k.olc.tw/elections/candidates/view/540b560d-c880-44be-ae0d-1926acb5b862
"[村里長]花蓮縣 > 花蓮市 > 國盛里",中國國民黨,張芝瑜,"ZHANG,ZHI,YU","[Panama Papers]12202253|[Offshore Leaks]28082",http://k.olc.tw/elections/candidates/view/53c0286d-0e44-43e2-9fde-5dffacb5b862
"[村里長]花蓮縣 > 鳳林鎮 > 鳳仁里",無,林錦昌,"LIN,JIN,CHANG","[Panama Papers]12096380|[Panama Papers]13011207",http://k.olc.tw/elections/candidates/view/540b560c-92b0-4643-a301-1926acb5b862
"[村里長]花蓮縣 > 鳳林鎮 > 大榮里",無,詹國賢,"CHAN,KUO,HSIEN","[Offshore Leaks]114565",http://k.olc.tw/elections/candidates/view/540b560d-71b0-49f8-bad8-1926acb5b862
"[村里長]花蓮縣 > 鳳林鎮 > 森榮里",中國國民黨,謝玉珍,"HSIEH,YU,CHEN","[Offshore Leaks]90918",http://k.olc.tw/elections/candidates/view/53c0286e-bd38-474b-a170-5dffacb5b862
"[村里長]花蓮縣 > 鳳林鎮 > 長橋里",無,張慧萍,"ZHANG,HUI,PING","[Panama Papers]12073247",http://k.olc.tw/elections/candidates/view/540b560d-d6d4-48cf-982d-1926acb5b862
"[村里長]花蓮縣 > 玉里鎮 > 啟模里",無,陳文祥,"CHEN,WEN,HSIANG","[Panama Papers]12030964|[Panama Papers]12128921",http://k.olc.tw/elections/candidates/view/540b560e-4880-4718-9459-1926acb5b862
"[村里長]花蓮縣 > 玉里鎮 > 中城里",無,陳榮財,"CHEN,JUNG,TSAI","[Offshore Leaks]46162",http://k.olc.tw/elections/candidates/view/540b560e-ecfc-4cf1-aaed-1926acb5b862
"[村里長]花蓮縣 > 玉里鎮 > 長良里",無,吳光玉,"WU,KUANG,YU","[Offshore Leaks]100057",http://k.olc.tw/elections/candidates/view/53c0286e-71a0-41d8-bf4a-5dffacb5b862
"[村里長]花蓮縣 > 鳳林鎮 > 南平里",中國國民黨,陳文乾,"CHEN,WEN,CHIEN","[Offshore Leaks]38370",http://k.olc.tw/elections/candidates/view/53c0286d-5340-4c95-85a4-5dffacb5b862
